row_id,r,u,v,numerator,denominator_exp2,exact_fraction,way1_normalized_numerator
FQ137733,3,0xf0000000,0x16670f0f,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ137734,3,0xf0000000,0x17760101,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ137735,3,0xf0000000,0x17760202,-6597069766656,48,"-6597069766656/2^48","-100663296"
FQ137736,3,0xf0000000,0x17760606,8796093022208,48,"8796093022208/2^48","134217728"
FQ137737,3,0xf0000000,0x17760707,6597069766656,48,"6597069766656/2^48","100663296"
FQ137738,3,0xf0000000,0x17760e0e,8796093022208,48,"8796093022208/2^48","134217728"
FQ137739,3,0xf0000000,0x18890808,8796093022208,48,"8796093022208/2^48","134217728"
FQ137740,3,0xf0000000,0x19980101,-6597069766656,48,"-6597069766656/2^48","-100663296"
FQ137741,3,0xf0000000,0x19980505,15393162788864,48,"15393162788864/2^48","234881024"
FQ137742,3,0xf0000000,0x19980909,6597069766656,48,"6597069766656/2^48","100663296"
FQ137743,3,0xf0000000,0x19980d0d,6597069766656,48,"6597069766656/2^48","100663296"
FQ137744,3,0xf0000000,0x19980e0e,6597069766656,48,"6597069766656/2^48","100663296"
FQ137745,3,0xf0000000,0x1aab0101,10995116277760,48,"10995116277760/2^48","167772160"
FQ137746,3,0xf0000000,0x1aab0505,10995116277760,48,"10995116277760/2^48","167772160"
FQ137747,3,0xf0000000,0x1aab0606,-6597069766656,48,"-6597069766656/2^48","-100663296"
FQ137748,3,0xf0000000,0x1aab0f0f,6597069766656,48,"6597069766656/2^48","100663296"
FQ137749,3,0xf0000000,0x1bba0101,-13194139533312,48,"-13194139533312/2^48","-201326592"
FQ137750,3,0xf0000000,0x1bba0303,-6597069766656,48,"-6597069766656/2^48","-100663296"
FQ137751,3,0xf0000000,0x1bba0505,-13194139533312,48,"-13194139533312/2^48","-201326592"
FQ137752,3,0xf0000000,0x1bba0606,6597069766656,48,"6597069766656/2^48","100663296"
FQ137753,3,0xf0000000,0x1bba0b0b,-6597069766656,48,"-6597069766656/2^48","-100663296"
