r,u
2,0x4000000c
2,0x4000000d
2,0x4000000e
2,0x4000000f
2,0x40000010
2,0x40000020
2,0x40000030
2,0x40000040
2,0x40000050
2,0x40000060
2,0x40000070
2,0x40000080
2,0x40000090
2,0x400000a0
2,0x400000b0
2,0x400000c0
2,0x400000d0
2,0x400000e0
2,0x400000f0
2,0x40000100
2,0x40000200
2,0x40000300
2,0x40000400
2,0x40000500
2,0x40000600
2,0x40000700
2,0x40000800
2,0x40000900
2,0x40000a00
2,0x40000b00
2,0x40000c00
2,0x40000d00
2,0x40000e00
2,0x40000f00
2,0x40001000
2,0x40002000
2,0x40003000
2,0x40004000
2,0x40005000
2,0x40006000
2,0x40007000
2,0x40008000
2,0x40009000
2,0x4000a000
2,0x4000b000
2,0x4000c000
2,0x4000d000
2,0x4000e000
2,0x4000f000
2,0x40010000
2,0x40020000
2,0x40030000
2,0x40040000
2,0x40050000
2,0x40060000
2,0x40070000
2,0x40080000
2,0x40090000
2,0x400a0000
2,0x400b0000
2,0x400c0000
2,0x400d0000
2,0x400e0000
2,0x400f0000
2,0x40100000
2,0x40200000
2,0x40300000
2,0x40400000
2,0x40500000
2,0x40600000
2,0x40700000
2,0x40800000
2,0x40900000
2,0x40a00000
2,0x40b00000
2,0x40c00000
2,0x40d00000
2,0x40e00000
2,0x40f00000
2,0x41000000
2,0x42000000
2,0x43000000
2,0x44000000
2,0x45000000
2,0x46000000
2,0x47000000
2,0x48000000
2,0x49000000
2,0x4a000000
2,0x4b000000
2,0x4c000000
2,0x4d000000
2,0x4e000000
2,0x50000000
2,0x50000001
2,0x50000002
2,0x50000003
2,0x50000004
2,0x50000005
2,0x50000006
2,0x50000007
2,0x50000008
2,0x50000009
2,0x5000000a
2,0x5000000b
2,0x5000000c
2,0x5000000d
2,0x5000000e
2,0x5000000f
2,0x50000010
2,0x50000020
2,0x50000030
2,0x50000040
2,0x50000050
2,0x50000060
2,0x50000070
2,0x50000080
2,0x50000090
2,0x500000a0
2,0x500000b0
2,0x500000c0
2,0x500000d0
2,0x500000e0
2,0x500000f0
2,0x50000100
2,0x50000200
2,0x50000300
2,0x50000400
2,0x50000500
2,0x50000600
2,0x50000700
2,0x50000800
2,0x50000900
2,0x50000a00
2,0x50000b00
2,0x50000c00
2,0x50000d00
2,0x50000e00
2,0x50000f00
2,0x50001000
2,0x50002000
2,0x50003000
2,0x50004000
2,0x50005000
2,0x50006000
2,0x50007000
2,0x50008000
2,0x50009000
2,0x5000a000
2,0x5000b000
2,0x5000c000
2,0x5000d000
2,0x5000e000
2,0x5000f000
2,0x50010000
2,0x50020000
2,0x50030000
2,0x50040000
2,0x50050000
2,0x50060000
2,0x50070000
2,0x50080000
2,0x50090000
2,0x500a0000
2,0x500b0000
2,0x500c0000
2,0x500d0000
2,0x500e0000
2,0x500f0000
2,0x50100000
2,0x50200000
2,0x50300000
2,0x50400000
2,0x50500000
2,0x50600000
2,0x50700000
2,0x50800000
2,0x50900000
2,0x50a00000
2,0x50b00000
2,0x50c00000
2,0x50d00000
2,0x50e00000
2,0x50f00000
2,0x51000000
2,0x52000000
2,0x53000000
2,0x54000000
2,0x55000000
2,0x56000000
2,0x57000000
2,0x58000000
2,0x59000000
2,0x5a000000
2,0x5b000000
2,0x5c000000
2,0x5d000000
2,0x5e000000
2,0x60000000
2,0x60000001
2,0x60000002
2,0x60000003
2,0x60000004
2,0x60000005
2,0x60000006
2,0x60000007
2,0x60000008
2,0x60000009
2,0x6000000a
2,0x6000000b
2,0x6000000c
2,0x6000000d
2,0x6000000e
2,0x6000000f
2,0x60000010
2,0x60000020
2,0x60000030
2,0x60000040
2,0x60000050
2,0x60000060
2,0x60000070
2,0x60000080
2,0x60000090
2,0x600000a0
2,0x600000b0
2,0x600000c0
2,0x600000d0
2,0x600000e0
2,0x600000f0
2,0x60000100
2,0x60000200
2,0x60000300
2,0x60000400
2,0x60000500
2,0x60000600
2,0x60000700
2,0x60000800
2,0x60000900
2,0x60000a00
2,0x60000b00
2,0x60000c00
2,0x60000d00
2,0x60000e00
2,0x60000f00
2,0x60001000
2,0x60002000
2,0x60003000
2,0x60004000
2,0x60005000
2,0x60006000
2,0x60007000
2,0x60008000
2,0x60009000
2,0x6000a000
2,0x6000b000
2,0x6000c000
2,0x6000d000
2,0x6000e000
2,0x6000f000
2,0x60010000
2,0x60020000
2,0x60030000
2,0x60040000
2,0x60050000
2,0x60060000
2,0x60070000
2,0x60080000
2,0x60090000
2,0x600a0000
2,0x600b0000
2,0x600c0000
2,0x600d0000
2,0x600e0000
2,0x600f0000
2,0x60100000
2,0x60200000
2,0x60300000
2,0x60400000
2,0x60500000
2,0x60600000
2,0x60700000
2,0x60800000
2,0x60900000
2,0x60a00000
2,0x60b00000
2,0x60c00000
2,0x60d00000
2,0x60e00000
2,0x60f00000
2,0x61000000
2,0x62000000
2,0x63000000
2,0x64000000
2,0x65000000
2,0x66000000
2,0x67000000
2,0x68000000
2,0x69000000
2,0x6a000000
2,0x6b000000
2,0x6c000000
2,0x6d000000
2,0x6e000000
2,0x70000000
2,0x70000001
2,0x70000002
2,0x70000003
2,0x70000004
2,0x70000005
2,0x70000006
2,0x70000007
2,0x70000008
2,0x70000009
2,0x7000000a
2,0x7000000b
2,0x7000000c
2,0x7000000d
2,0x7000000e
2,0x7000000f
2,0x70000010
2,0x70000020
2,0x70000030
2,0x70000040
2,0x70000050
2,0x70000060
2,0x70000070
2,0x70000080
2,0x70000090
2,0x700000a0
2,0x700000b0
2,0x700000c0
2,0x700000d0
2,0x700000e0
2,0x700000f0
2,0x70000100
2,0x70000200
2,0x70000300
2,0x70000400
2,0x70000500
2,0x70000600
2,0x70000700
2,0x70000800
2,0x70000900
2,0x70000a00
2,0x70000b00
2,0x70000c00
2,0x70000d00
2,0x70000e00
2,0x70000f00
2,0x70001000
2,0x70002000
2,0x70003000
2,0x70004000
2,0x70005000
2,0x70006000
2,0x70007000
2,0x70008000
2,0x70009000
2,0x7000a000
2,0x7000b000
2,0x7000c000
2,0x7000d000
2,0x7000e000
2,0x7000f000
2,0x70010000
2,0x70020000
2,0x70030000
2,0x70040000
2,0x70050000
2,0x70060000
2,0x70070000
2,0x70080000
2,0x70090000
2,0x700a0000
2,0x700b0000
2,0x700c0000
2,0x700d0000
2,0x700e0000
2,0x700f0000
2,0x70100000
2,0x70200000
2,0x70300000
2,0x70400000
2,0x70500000
2,0x70600000
2,0x70700000
2,0x70800000
2,0x70900000
2,0x70a00000
2,0x70b00000
2,0x70c00000
2,0x70d00000
2,0x70e00000
2,0x70f00000
2,0x71000000
2,0x72000000
2,0x73000000
2,0x74000000
2,0x75000000
2,0x76000000
2,0x77000000
2,0x78000000
2,0x79000000
2,0x7a000000
2,0x7b000000
2,0x7c000000
2,0x7d000000
2,0x7e000000
2,0x80000000
2,0x80000001
2,0x80000002
2,0x80000003
2,0x80000004
2,0x80000005
2,0x80000006
2,0x80000007
2,0x80000008
2,0x80000009
2,0x8000000a
2,0x8000000b
2,0x8000000c
2,0x8000000d
2,0x8000000e
2,0x8000000f
2,0x80000010
2,0x80000020
2,0x80000030
2,0x80000040
2,0x80000050
2,0x80000060
2,0x80000070
2,0x80000080
2,0x80000090
2,0x800000a0
2,0x800000b0
2,0x800000c0
2,0x800000d0
2,0x800000e0
2,0x800000f0
2,0x80000100
2,0x80000200
2,0x80000300
2,0x80000400
2,0x80000500
2,0x80000600
2,0x80000700
2,0x80000800
2,0x80000900
2,0x80000a00
2,0x80000b00
2,0x80000c00
2,0x80000d00
2,0x80000e00
2,0x80000f00
2,0x80001000
2,0x80002000
2,0x80003000
2,0x80004000
2,0x80005000
2,0x80006000
2,0x80007000
2,0x80008000
2,0x80009000
2,0x8000a000
2,0x8000b000
2,0x8000c000
2,0x8000d000
2,0x8000e000
2,0x8000f000
2,0x80010000
2,0x80020000
2,0x80030000
2,0x80040000
2,0x80050000
2,0x80060000
2,0x80070000
2,0x80075000
2,0x80076000
2,0x80080000
2,0x80090000
2,0x80097000
2,0x800a0000
2,0x800a7000
2,0x800b0000
2,0x800b5000
2,0x800b6000
2,0x800c0000
2,0x800c00e0
2,0x800c7000
2,0x800d0000
2,0x800d5000
2,0x800d6000
2,0x800e0000
2,0x800e00c0
2,0x800e5000
2,0x800e6000
2,0x800f0000
2,0x800f2000
2,0x800f4000
2,0x80100000
2,0x80100f00
2,0x8010f000
2,0x80200000
2,0x8020000f
2,0x80200f00
2,0x8020f000
2,0x80300000
2,0x80300007
2,0x8030000b
2,0x8030000d
2,0x8030000e
2,0x80300700
2,0x80300b00
2,0x80300d00
2,0x80300e00
2,0x80307000
2,0x8030b000
2,0x8030d000
2,0x8030e000
2,0x80400000
2,0x8040000f
2,0x8040f000
2,0x80500000
2,0x80500007
2,0x8050000b
2,0x8050000e
2,0x80500700
2,0x80500b00
2,0x80500d00
2,0x80500e00
2,0x80507000
2,0x8050b000
2,0x8050d000
2,0x8050e000
2,0x80600000
2,0x80600007
2,0x8060000b
2,0x8060000d
2,0x8060000e
2,0x80600700
2,0x80600b00
2,0x80600d00
2,0x80600e00
2,0x80607000
2,0x8060b000
2,0x8060d000
2,0x8060e000
2,0x80700000
2,0x80700003
2,0x80700005
2,0x80700006
2,0x80700009
2,0x8070000a
2,0x8070000c
2,0x80700300
2,0x80700500
2,0x80700600
2,0x80700900
2,0x80700a00
2,0x80700c00
2,0x80703000
2,0x80705000
2,0x80706000
2,0x80709000
2,0x8070a000
2,0x8070c000
2,0x80800000
2,0x8080000f
2,0x80800f00
2,0x8080f000
2,0x80900000
2,0x80900007
2,0x8090000b
2,0x8090000d
2,0x8090000e
2,0x80900700
2,0x80900b00
2,0x80900d00
2,0x80900e00
2,0x80907000
2,0x8090b000
2,0x8090d000
2,0x8090e000
2,0x80a00000
2,0x80a00007
2,0x80a0000b
2,0x80a0000d
2,0x80a0000e
2,0x80a00700
2,0x80a00b00
2,0x80a00d00
2,0x80a00e00
2,0x80a07000
2,0x80a0b000
2,0x80a0d000
2,0x80a0e000
2,0x80b00000
2,0x80b00005
2,0x80b00009
2,0x80b0000c
2,0x80b00500
2,0x80b00600
2,0x80b00900
2,0x80b00c00
2,0x80b03000
2,0x80b05000
2,0x80b06000
2,0x80b09000
2,0x80b0a000
2,0x80b0c000
2,0x80c00000
2,0x80c00007
2,0x80c0000b
2,0x80c0000d
2,0x80c0000e
2,0x80c00700
2,0x80c00b00
2,0x80c00d00
2,0x80c00e00
2,0x80c07000
2,0x80c0b000
2,0x80c0d000
2,0x80c0e000
2,0x80d00000
2,0x80d00003
2,0x80d00005
2,0x80d00006
2,0x80d00009
2,0x80d0000a
2,0x80d0000c
2,0x80d00300
2,0x80d00500
2,0x80d00600
2,0x80d00900
2,0x80d00a00
2,0x80d00c00
2,0x80d03000
2,0x80d05000
2,0x80d06000
2,0x80d09000
2,0x80d0a000
2,0x80d0c000
2,0x80e00000
2,0x80e00003
2,0x80e00005
2,0x80e00006
2,0x80e00009
2,0x80e0000a
2,0x80e0000c
2,0x80e00300
2,0x80e00500
2,0x80e00600
2,0x80e00900
2,0x80e00a00
2,0x80e00c00
2,0x80e03000
2,0x80e05000
2,0x80e06000
2,0x80e09000
2,0x80e0a000
2,0x80e0c000
2,0x80f00000
2,0x80f00001
2,0x80f00002
2,0x80f00100
2,0x80f00200
2,0x80f00400
2,0x80f00800
2,0x80f01000
2,0x80f02000
2,0x80f04000
2,0x80f08000
2,0x810000f0
2,0x82000000
2,0x820000f0
2,0x83000070
2,0x830000d0
2,0x84000000
2,0x850000d0
2,0x86000000
2,0x86000070
2,0x87000030
2,0x87000060
2,0x890000d0
2,0x8900b000
2,0x8900d000
2,0x8a0000e0
2,0x90000000
2,0x90000001
2,0x90000002
2,0x90000003
2,0x90000004
2,0x90000005
2,0x90000006
2,0x90000007
2,0x90000008
2,0x90000009
2,0x9000000a
2,0x9000000b
2,0x9000000c
2,0x9000000d
2,0x9000000e
2,0x9000000f
2,0x90000010
2,0x90000020
2,0x90000030
2,0x90000040
2,0x90000050
2,0x90000060
2,0x90000070
2,0x90000080
2,0x90000090
2,0x900000a0
2,0x900000b0
2,0x900000c0
2,0x900000d0
2,0x900000e0
2,0x900000f0
2,0x90000100
2,0x90000200
2,0x90000300
2,0x90000400
2,0x90000500
2,0x90000600
2,0x90000700
2,0x90000800
2,0x90000900
2,0x90000a00
2,0x90000b00
2,0x90000c00
2,0x90000d00
2,0x90000e00
2,0x90000f00
2,0x90001000
2,0x90002000
2,0x90003000
2,0x90004000
2,0x90005000
2,0x90006000
2,0x90007000
2,0x90008000
2,0x90009000
2,0x9000a000
2,0x9000b000
2,0x9000c000
2,0x9000d000
2,0x9000e000
2,0x9000f000
2,0x90010000
2,0x90020000
2,0x90030000
2,0x90040000
2,0x90050000
2,0x90060000
2,0x90070000
2,0x90080000
2,0x90090000
2,0x900a0000
2,0x900b0000
2,0x900c0000
2,0x900d0000
2,0x900e0000
2,0x900f0000
2,0x90100000
2,0x90200000
2,0x90300000
2,0x90400000
2,0x90500000
2,0x90600000
2,0x90700000
2,0x90800000
2,0x90900000
2,0x90a00000
2,0x90b00000
2,0x90c00000
2,0x90d00000
2,0x90e00000
2,0x90f00000
2,0x92000000
2,0x94000000
2,0x96000000
2,0xa0000000
2,0xa0000001
2,0xa0000002
2,0xa0000003
2,0xa0000004
2,0xa0000005
2,0xa0000006
2,0xa0000007
2,0xa0000008
2,0xa0000009
2,0xa000000a
2,0xa000000b
2,0xa000000c
2,0xa000000d
2,0xa000000e
2,0xa000000f
2,0xa0000010
2,0xa0000020
2,0xa0000030
2,0xa0000040
2,0xa0000050
2,0xa0000060
2,0xa0000070
2,0xa0000080
2,0xa0000090
2,0xa00000a0
2,0xa00000b0
2,0xa00000c0
2,0xa00000d0
2,0xa00000e0
2,0xa00000f0
2,0xa0000100
2,0xa0000200
2,0xa0000300
2,0xa0000400
2,0xa0000500
2,0xa0000600
2,0xa0000700
2,0xa0000800
2,0xa0000900
2,0xa0000a00
2,0xa0000b00
2,0xa0000c00
2,0xa0000d00
2,0xa0000e00
2,0xa0000f00
2,0xa0001000
2,0xa0002000
2,0xa0003000
2,0xa0004000
2,0xa0005000
2,0xa0006000
2,0xa0007000
2,0xa0008000
2,0xa0009000
2,0xa000a000
2,0xa000b000
2,0xa000c000
2,0xa000d000
2,0xa000e000
2,0xa000f000
2,0xa0010000
2,0xa0020000
2,0xa0030000
2,0xa0040000
2,0xa0050000
2,0xa0060000
2,0xa0070000
2,0xa0080000
2,0xa0090000
2,0xa00a0000
2,0xa00b0000
2,0xa00c0000
2,0xa00d0000
2,0xa00e0000
2,0xa00f0000
2,0xa0100000
2,0xa0200000
2,0xa0300000
2,0xa0400000
2,0xa0500000
2,0xa0600000
2,0xa0700000
2,0xa0800000
2,0xa0900000
2,0xa0a00000
2,0xa0b00000
2,0xa0c00000
2,0xa0d00000
2,0xa0e00000
2,0xa0f00000
2,0xa2000000
2,0xa4000000
2,0xa6000000
2,0xb0000000
2,0xb0000001
2,0xb0000002
2,0xb0000003
2,0xb0000004
2,0xb0000005
2,0xb0000006
2,0xb0000007
2,0xb0000008
2,0xb0000009
2,0xb000000a
2,0xb000000b
2,0xb000000c
2,0xb000000d
2,0xb000000e
2,0xb000000f
2,0xb0000010
2,0xb0000020
2,0xb0000030
2,0xb0000040
2,0xb0000050
2,0xb0000060
2,0xb0000070
2,0xb0000080
2,0xb0000090
2,0xb00000a0
2,0xb00000b0
2,0xb00000c0
2,0xb00000d0
2,0xb00000e0
2,0xb00000f0
2,0xb0000100
2,0xb0000200
2,0xb0000300
2,0xb0000400
2,0xb0000500
2,0xb0000600
2,0xb0000700
2,0xb0000800
2,0xb0000900
2,0xb0000a00
2,0xb0000b00
2,0xb0000c00
2,0xb0000d00
2,0xb0000e00
2,0xb0000f00
2,0xb0001000
2,0xb0002000
2,0xb0003000
2,0xb0004000
2,0xb0005000
2,0xb0006000
2,0xb0007000
2,0xb0008000
2,0xb0009000
2,0xb000a000
2,0xb000b000
2,0xb000c000
2,0xb000d000
2,0xb000e000
2,0xb000f000
2,0xb0010000
2,0xb0020000
2,0xb0030000
2,0xb0040000
2,0xb0050000
2,0xb0060000
2,0xb0070000
2,0xb0080000
2,0xb0090000
2,0xb00a0000
2,0xb00b0000
2,0xb00c0000
2,0xb00d0000
2,0xb00e0000
2,0xb00f0000
2,0xb0100000
2,0xb0200000
2,0xb0300000
2,0xb0400000
2,0xb0500000
2,0xb0600000
2,0xb0700000
2,0xb0800000
2,0xb0900000
2,0xb0a00000
2,0xb0b00000
2,0xb0c00000
2,0xb0d00000
2,0xb0e00000
2,0xb0f00000
2,0xb2000000
2,0xb4000000
2,0xb6000000
2,0xc0000000
2,0xc0000001
2,0xc0000002
2,0xc0000003
2,0xc0000004
2,0xc0000005
2,0xc0000006
2,0xc0000007
2,0xc0000008
2,0xc0000009
2,0xc000000a
2,0xc000000b
2,0xc000000c
2,0xc000000d
2,0xc000000e
2,0xc000000f
2,0xc0000010
2,0xc0000020
2,0xc0000030
2,0xc0000040
2,0xc0000050
2,0xc0000060
2,0xc0000070
2,0xc0000080
2,0xc0000090
2,0xc00000a0
2,0xc00000b0
2,0xc00000c0
2,0xc00000d0
2,0xc00000e0
2,0xc00000f0
2,0xc0000100
2,0xc0000200
2,0xc0000300
2,0xc0000400
2,0xc0000500
2,0xc0000600
2,0xc0000700
2,0xc0000800
2,0xc0000900
2,0xc0000a00
2,0xc0000b00
2,0xc0000c00
2,0xc0000d00
2,0xc0000e00
2,0xc0000f00
2,0xc0001000
2,0xc0002000
2,0xc0003000
2,0xc0004000
2,0xc0005000
2,0xc0006000
2,0xc0007000
2,0xc0008000
2,0xc0009000
2,0xc000a000
2,0xc000b000
2,0xc000c000
2,0xc000d000
2,0xc000e000
2,0xc000f000
2,0xc0010000
2,0xc0020000
2,0xc0030000
2,0xc0040000
2,0xc0050000
2,0xc0060000
2,0xc0070000
2,0xc0080000
2,0xc0090000
2,0xc00a0000
2,0xc00b0000
2,0xc00c0000
2,0xc00d0000
2,0xc00e0000
2,0xc00f0000
2,0xc0100000
2,0xc0200000
2,0xc0300000
2,0xc0400000
2,0xc0500000
2,0xc0600000
2,0xc0700000
2,0xc0800000
2,0xc0900000
2,0xc0a00000
2,0xc0b00000
2,0xc0c00000
2,0xc0d00000
2,0xc0e00000
2,0xc0f00000
2,0xc2000000
2,0xc4000000
2,0xc6000000
2,0xd0000000
2,0xd0000001
2,0xd0000002
2,0xd0000003
2,0xd0000004
2,0xd0000005
2,0xd0000006
2,0xd0000007
2,0xd0000008
2,0xd0000009
2,0xd000000a
2,0xd000000b
2,0xd000000c
2,0xd000000d
2,0xd000000e
2,0xd000000f
2,0xd0000010
2,0xd0000020
2,0xd0000030
2,0xd0000040
2,0xd0000050
2,0xd0000060
2,0xd0000070
2,0xd0000080
2,0xd0000090
2,0xd00000a0
2,0xd00000b0
2,0xd00000c0
2,0xd00000d0
2,0xd00000e0
2,0xd00000f0
2,0xd0000100
2,0xd0000200
2,0xd0000300
2,0xd0000400
2,0xd0000500
2,0xd0000600
2,0xd0000700
2,0xd0000800
2,0xd0000900
2,0xd0000a00
2,0xd0000b00
2,0xd0000c00
2,0xd0000d00
2,0xd0000e00
2,0xd0000f00
2,0xd0001000
2,0xd0002000
2,0xd0003000
2,0xd0004000
2,0xd0005000
2,0xd0006000
2,0xd0007000
2,0xd0008000
2,0xd0009000
2,0xd000a000
2,0xd000b000
2,0xd000c000
2,0xd000d000
2,0xd000e000
2,0xd000f000
2,0xd0010000
2,0xd0020000
2,0xd0030000
2,0xd0040000
2,0xd0050000
2,0xd0060000
2,0xd0070000
2,0xd0080000
2,0xd0090000
2,0xd00a0000
2,0xd00b0000
2,0xd00c0000
2,0xd00d0000
2,0xd00e0000
2,0xd00f0000
2,0xd0100000
2,0xd0200000
2,0xd0300000
2,0xd0400000
2,0xd0500000
2,0xd0600000
2,0xd0700000
2,0xd0800000
2,0xd0900000
2,0xd0a00000
2,0xd0b00000
2,0xd0c00000
2,0xd0d00000
2,0xd0e00000
2,0xd0f00000
2,0xd2000000
2,0xd4000000
2,0xd6000000
2,0xe0000000
2,0xe0000001
2,0xe0000002
2,0xe0000003
2,0xe0000004
2,0xe0000005
2,0xe0000006
2,0xe0000007
2,0xe0000008
2,0xe0000009
2,0xe000000a
2,0xe000000b
2,0xe000000c
2,0xe000000d
2,0xe000000e
2,0xe000000f
2,0xe0000010
2,0xe0000020
2,0xe0000030
2,0xe0000040
2,0xe0000050
2,0xe0000060
2,0xe0000070
2,0xe0000080
2,0xe0000090
2,0xe00000a0
2,0xe00000b0
2,0xe00000c0
2,0xe00000d0
2,0xe00000e0
2,0xe00000f0
2,0xe0000100
2,0xe0000200
2,0xe0000300
2,0xe0000400
2,0xe0000500
2,0xe0000600
2,0xe0000700
2,0xe0000800
2,0xe0000900
2,0xe0000a00
2,0xe0000b00
2,0xe0000c00
2,0xe0000d00
2,0xe0000e00
2,0xe0000f00
2,0xe0001000
2,0xe0002000
2,0xe0003000
2,0xe0004000
2,0xe0005000
2,0xe0006000
2,0xe0007000
2,0xe0008000
2,0xe0009000
2,0xe000a000
2,0xe000b000
2,0xe000c000
2,0xe000d000
2,0xe000e000
2,0xe000f000
2,0xe0010000
2,0xe0020000
2,0xe0030000
2,0xe0040000
2,0xe0050000
2,0xe0060000
2,0xe0070000
2,0xe0080000
2,0xe0090000
2,0xe00a0000
2,0xe00b0000
2,0xe00c0000
2,0xe00d0000
2,0xe00e0000
2,0xe00f0000
2,0xe0100000
2,0xe0200000
2,0xe0300000
2,0xe0400000
2,0xe0500000
2,0xe0600000
2,0xe0700000
2,0xe0800000
2,0xe0900000
2,0xe0a00000
2,0xe0b00000
2,0xe0c00000
2,0xe0d00000
2,0xe0e00000
2,0xe0f00000
2,0xe2000000
2,0xe4000000
2,0xe6000000
2,0xf0000000
2,0xf0000001
2,0xf0000002
2,0xf0000003
2,0xf0000004
2,0xf0000005
2,0xf0000006
2,0xf0000007
2,0xf0000008
2,0xf0000009
2,0xf000000a
2,0xf000000b
2,0xf000000c
2,0xf000000d
2,0xf000000e
2,0xf000000f
2,0xf0000010
2,0xf0000020
2,0xf0000030
2,0xf0000040
2,0xf0000050
2,0xf0000060
2,0xf0000070
2,0xf0000080
2,0xf0000090
2,0xf00000a0
2,0xf00000b0
2,0xf00000c0
2,0xf00000d0
2,0xf00000e0
2,0xf00000f0
2,0xf0000100
2,0xf0000200
2,0xf0000300
2,0xf0000400
2,0xf0000500
2,0xf0000600
2,0xf0000700
2,0xf0000800
2,0xf0000900
2,0xf0000a00
2,0xf0000b00
2,0xf0000c00
2,0xf0000d00
2,0xf0000e00
2,0xf0000f00
2,0xf0001000
2,0xf00010f0
2,0xf0002000
2,0xf000200f
2,0xf00020f0
2,0xf0002f00
2,0xf0003000
2,0xf0003070
2,0xf00030b0
2,0xf00030d0
2,0xf00030e0
2,0xf0003b00
2,0xf0003d00
2,0xf0004000
2,0xf000400f
2,0xf00040f0
2,0xf0004f00
2,0xf0005000
2,0xf0005007
2,0xf000500b
2,0xf000500d
2,0xf000500e
2,0xf0005070
2,0xf00050b0
2,0xf00050d0
2,0xf00050e0
2,0xf0005b00
2,0xf0005d00
2,0xf0005e00
2,0xf0006000
2,0xf0006007
2,0xf000600b
2,0xf000600d
2,0xf000600e
2,0xf0006070
2,0xf00060b0
2,0xf00060d0
2,0xf00060e0
2,0xf0006b00
2,0xf0006d00
2,0xf0006e00
2,0xf0007000
2,0xf0007003
2,0xf0007005
2,0xf0007006
2,0xf0007009
2,0xf000700a
2,0xf000700c
2,0xf0007030
2,0xf0007050
2,0xf0007060
2,0xf0007090
2,0xf00070a0
2,0xf00070c0
2,0xf0007500
2,0xf0007600
2,0xf0007900
2,0xf0007a00
2,0xf0007c00
2,0xf0008000
2,0xf00080f0
2,0xf0009000
2,0xf0009070
2,0xf00090b0
2,0xf00090d0
2,0xf00090e0
2,0xf0009b00
2,0xf0009d00
2,0xf000a000
2,0xf000a070
2,0xf000a0b0
2,0xf000a0d0
2,0xf000a0e0
2,0xf000ab00
2,0xf000ad00
2,0xf000b000
2,0xf000b030
2,0xf000b050
2,0xf000b060
2,0xf000b090
2,0xf000b0a0
2,0xf000b0c0
2,0xf000b900
2,0xf000c000
2,0xf000c070
2,0xf000c0b0
2,0xf000c0d0
2,0xf000c0e0
2,0xf000cb00
2,0xf000cd00
2,0xf000d000
2,0xf000d030
2,0xf000d050
2,0xf000d060
2,0xf000d090
2,0xf000d0a0
2,0xf000d0c0
2,0xf000d900
2,0xf000e000
2,0xf000e030
2,0xf000e050
2,0xf000e060
2,0xf000e090
2,0xf000e0a0
2,0xf000e0c0
2,0xf000e900
2,0xf000f000
2,0xf000f010
2,0xf000f020
2,0xf000f040
2,0xf000f080
2,0xf0010000
2,0xf0020000
2,0xf0030000
2,0xf0037000
2,0xf0040000
2,0xf0050000
2,0xf0057000
2,0xf0060000
2,0xf0067000
2,0xf0070000
2,0xf0075000
2,0xf0076000
2,0xf0080000
2,0xf0090000
2,0xf0097000
2,0xf00a0000
2,0xf00a7000
2,0xf00b0000
2,0xf00b5000
2,0xf00b6000
2,0xf00c0000
2,0xf00c00e0
2,0xf00c7000
2,0xf00d0000
2,0xf00d5000
2,0xf00d6000
2,0xf00e0000
2,0xf00f0000
2,0xf0100000
2,0xf0200000
2,0xf0300000
2,0xf0400000
2,0xf0500000
2,0xf0600000
2,0xf0700000
2,0xf0800000
2,0xf0900000
2,0xf0a00000
2,0xf0b00000
2,0xf0c00000
2,0xf0d00000
2,0xf0e00000
2,0xf0f00000
2,0xf2000000
2,0xf4000000
2,0xf6000000
3,0x00000001
3,0x00000002
3,0x00000003
3,0x00000004
3,0x00000005
3,0x00000006
3,0x00000007
3,0x00000008
3,0x00000009
3,0x0000000a
3,0x0000000b
3,0x0000000c
3,0x0000000d
3,0x0000000e
3,0x0000000f
3,0x00000010
3,0x00000020
3,0x00000030
3,0x00000040
3,0x00000050
3,0x00000060
3,0x00000070
3,0x00000080
3,0x00000090
3,0x000000a0
3,0x000000b0
3,0x000000c0
3,0x000000d0
3,0x000000e0
3,0x000000f0
3,0x00001000
3,0x00002000
3,0x00002020
3,0x00003000
3,0x00004000
3,0x00004040
3,0x00005000
3,0x00006000
3,0x00006060
3,0x00007000
3,0x00008000
3,0x00009000
3,0x0000a000
3,0x0000b000
3,0x0000c000
3,0x0000d000
3,0x0000e000
3,0x0000f000
3,0x00010000
3,0x00020000
3,0x00030000
3,0x00040000
3,0x00050000
3,0x00060000
3,0x00070000
3,0x00080000
3,0x00090000
3,0x000a0000
3,0x000b0000
3,0x000c0000
3,0x000d0000
3,0x000e0000
3,0x000f0000
3,0x00100000
3,0x00200000
3,0x00300000
3,0x00400000
3,0x00500000
3,0x00600000
3,0x00700000
3,0x00800000
3,0x00900000
3,0x00a00000
3,0x00b00000
3,0x00c00000
3,0x00d00000
3,0x00e00000
3,0x00f00000
3,0x10000000
3,0x20000000
3,0x20200000
3,0x30000000
3,0x40000000
3,0x40400000
3,0x50000000
3,0x60000000
3,0x60600000
3,0x70000000
3,0x80000000
3,0x90000000
3,0xa0000000
3,0xb0000000
3,0xc0000000
3,0xd0000000
3,0xe0000000
3,0xf0000000
