row_id,r,u,v
91871,3,0x00000002,0xc00c0299
131053,3,0x40000000,0x2aa80a0a
132512,3,0x60000000,0x63350f0f
123827,3,0x000d0000,0x0722a00a
133634,3,0x70000000,0xcaa60202
97731,3,0x0000000a,0x70070211
109035,3,0x00006000,0x0c0cf22d
117417,3,0x00040000,0x0f777007
122075,3,0x000a0000,0x0f55b00b
117650,3,0x00050000,0x03aa4004
120870,3,0x00090000,0x06996006
91625,3,0x00000002,0x50050f55
131643,3,0x40000000,0xfff00707
132788,3,0x60000000,0xacc60b0b
124138,3,0x000d0000,0x0daa7007
133784,3,0x70000000,0xfbb40c0c
97487,3,0x0000000a,0x20020755
108479,3,0x00006000,0x02027225
117180,3,0x00040000,0x09dd9009
121918,3,0x000a0000,0x0c662002
117845,3,0x00050000,0x0722a00a
121124,3,0x00090000,0x0c227007
91973,3,0x00000002,0xe00e04dd
131029,3,0x40000000,0x25570707
132705,3,0x60000000,0x8ee60e0e
123850,3,0x000d0000,0x07aa8008
133258,3,0x70000000,0x41150404
97705,3,0x0000000a,0x60060acc
108887,3,0x00006000,0x0a0ae886
117108,3,0x00040000,0x0822a00a
121826,3,0x000a0000,0x0a55d00d
118217,3,0x00050000,0x0e99f00f
120871,3,0x00090000,0x06998008
91939,3,0x00000002,0xd00d0c77
131010,3,0x40000000,0x18890e0e
132433,3,0x60000000,0x33300c0c
124218,3,0x000d0000,0x0faaf00f
133595,3,0x70000000,0xbff40c0c
97768,3,0x0000000a,0x800800cc
108652,3,0x00006000,0x0606ecc2
117042,3,0x00040000,0x06ccf00f
122005,3,0x000a0000,0x0e113003
117560,3,0x00050000,0x01ee3003
120720,3,0x00090000,0x03ee5005
91554,3,0x00000002,0x40040bcc
131592,3,0x40000000,0xe33d0303
132480,3,0x60000000,0x3ffc0606
123780,3,0x000d0000,0x06331001
133365,3,0x70000000,0x788f0f0f
97777,3,0x0000000a,0x800805dd
108750,3,0x00006000,0x08087ccb
117369,3,0x00040000,0x0e77e00e
122013,3,0x000a0000,0x0e339009
117568,3,0x00050000,0x01ffe00e
120804,3,0x00090000,0x05332002
91431,3,0x00000002,0x200205ee
131265,3,0x40000000,0x788f0707
132876,3,0x60000000,0xc66a0303
124083,3,0x000d0000,0x0caaf00f
133358,3,0x70000000,0x788f0606
97837,3,0x0000000a,0x90090aee
108527,3,0x00006000,0x03034440
117332,3,0x00040000,0x0d888008
121806,3,0x000a0000,0x0a11a00a
117969,3,0x00050000,0x09ff3003
121023,3,0x00090000,0x09cc3003
91584,3,0x00000002,0x50050266
131576,3,0x40000000,0xdaa70707
132980,3,0x60000000,0xe33d0202
124003,3,0x000d0000,0x0acc3003
133156,3,0x70000000,0x1ddc0505
97583,3,0x0000000a,0x400406bb
108744,3,0x00006000,0x08086ff9
117133,3,0x00040000,0x08ddd00d
121459,3,0x000a0000,0x0266f00f
117715,3,0x00050000,0x04ccc00c
121249,3,0x00090000,0x0e995005
91909,3,0x00000002,0xd00d03aa
131230,3,0x40000000,0x75520202
132955,3,0x60000000,0xd66b0404
123531,3,0x000d0000,0x00ee9009
133484,3,0x70000000,0x933a0d0d
97957,3,0x0000000a,0xb00b0c77
108707,3,0x00006000,0x0707ccc0
117031,3,0x00040000,0x0688f00f
121832,3,0x000a0000,0x0a66b00b
117997,3,0x00050000,0x0a77e00e
120795,3,0x00090000,0x05115005
91453,3,0x00000002,0x300300aa
131018,3,0x40000000,0x1eef0808
132493,3,0x60000000,0x46620404
123890,3,0x000d0000,0x08669009
133616,3,0x70000000,0xc77b0606
97508,3,0x0000000a,0x20020f11
108636,3,0x00006000,0x0606bbb0
117173,3,0x00040000,0x09bb2002
121705,3,0x000a0000,0x07ccb00b
118108,3,0x00050000,0x0c77e00e
120530,3,0x00090000,0x00222002
91435,3,0x00000002,0x20020755
131575,3,0x40000000,0xdaa70606
132388,3,0x60000000,0x27750808
124184,3,0x000d0000,0x0e994004
133505,3,0x70000000,0x9dd40d0d
97954,3,0x0000000a,0xb00b0b44
108533,3,0x00006000,0x0303788f
117353,3,0x00040000,0x0e118008
121362,3,0x000a0000,0x00dd3003
117478,3,0x00050000,0x00881001
120702,3,0x00090000,0x03aad00d
91375,3,0x00000002,0x10010355
131294,3,0x40000000,0x7ee90505
132842,3,0x60000000,0xbbb00808
123943,3,0x000d0000,0x09775005
133769,3,0x70000000,0xf7780c0c
97939,3,0x0000000a,0xb00b07aa
108768,3,0x00006000,0x0808acc6
116818,3,0x00040000,0x01aa2002
121898,3,0x000a0000,0x0beed00d
117799,3,0x00050000,0x06552002
120845,3,0x00090000,0x05eeb00b
91791,3,0x00000002,0xa00a0455
131352,3,0x40000000,0x88800202
133075,3,0x60000000,0xfff00c0c
124187,3,0x000d0000,0x0ebb8008
133697,3,0x70000000,0xd9940d0d
97512,3,0x0000000a,0x300300aa
108817,3,0x00006000,0x0909933a
117365,3,0x00040000,0x0e773003
121730,3,0x000a0000,0x08339009
117508,3,0x00050000,0x00eeb00b
120939,3,0x00090000,0x08222002
91788,3,0x00000002,0xa00a0255
131232,3,0x40000000,0x75520606
132462,3,0x60000000,0x3bb80606
124220,3,0x000d0000,0x0fbb4004
133648,3,0x70000000,0xcbb70a0a
97892,3,0x0000000a,0xa00a0a33
108811,3,0x00006000,0x0909399a
116809,3,0x00040000,0x01882002
121443,3,0x000a0000,0x02446006
117619,3,0x00050000,0x0322a00a
121264,3,0x00090000,0x0eff5005
109764,3,0x00007000,0x0c0cf669
112053,3,0x0000c000,0x0202299b
112968,3,0x0000d000,0x0a0abcc7
136583,3,0xd0000000,0x288a0f0f
134333,3,0x80000000,0xf44b0e0e
104748,3,0x000000c0,0x0f030ccc
123238,3,0x000c0000,0x0955a00a
103758,3,0x00000090,0x040f3221
106027,3,0x00002000,0x01014eea
138016,3,0xf0000000,0x7ff80707
99066,3,0x0000000c,0x20020811
109682,3,0x00007000,0x0b0bddd0
112411,3,0x0000c000,0x0c0c2664
112974,3,0x0000d000,0x0a0af887
136875,3,0xd0000000,0xabb10c0c
134002,3,0x80000000,0x5eeb0505
104485,3,0x000000c0,0x000c0333
123365,3,0x000c0000,0x0d441001
103920,3,0x00000090,0x0c079aa3
106198,3,0x00002000,0x05054dd9
138071,3,0xf0000000,0x9bb20e0e
99530,3,0x0000000c,0xe00e0d44
109707,3,0x00007000,0x0c0c7225
112075,3,0x0000c000,0x0202b55e
113159,3,0x0000d000,0x0f0f5227
136526,3,0xd0000000,0x16670101
134018,3,0x80000000,0x66600505
104689,3,0x000000c0,0x0c05b55e
123109,3,0x000c0000,0x05ddc00c
103901,3,0x00000090,0x0b07c77b
106094,3,0x00002000,0x04041ddc
138021,3,0xf0000000,0x855d0808
99085,3,0x0000000c,0x30030233
109559,3,0x00007000,0x0808e668
112133,3,0x0000c000,0x0303c995
113067,3,0x0000d000,0x0c0cc66a
136960,3,0xd0000000,0xcaa60e0e
133901,3,0x80000000,0x3ccf0c0c
104591,3,0x000000c0,0x07094dd9
123338,3,0x000c0000,0x0c114004
103902,3,0x00000090,0x0b07caa6
106416,3,0x00002000,0x0e0e7ff8
138172,3,0xf0000000,0xbdd60c0c
99360,3,0x0000000c,0xa00a0844
109243,3,0x00007000,0x01015dd8
112245,3,0x0000c000,0x0606eaa4
112676,3,0x0000d000,0x02028ff7
136790,3,0xd0000000,0x7ff80101
134193,3,0x80000000,0xbaa10a0a
104563,3,0x000000c0,0x05030ddd
123111,3,0x000c0000,0x05eeb00b
103799,3,0x00000090,0x060ac22e
106299,3,0x00002000,0x0b0b4115
138157,3,0xf0000000,0xbbb00c0c
99144,3,0x0000000c,0x40040377
109868,3,0x00007000,0x0f0f8bb3
112257,3,0x0000c000,0x09092aa8
112917,3,0x0000d000,0x09091110
136825,3,0xd0000000,0x91180505
134293,3,0x80000000,0xe55b0505
104627,3,0x000000c0,0x09043eed
122948,3,0x000c0000,0x00dd4004
103649,3,0x00000090,0x00060555
106454,3,0x00002000,0x0e0eedd3
137832,3,0xf0000000,0x3aa90303
99287,3,0x0000000c,0x800800cc
109848,3,0x00007000,0x0f0f2aa8
112436,3,0x0000c000,0x0c0c6bbd
113077,3,0x0000d000,0x0c0cdcc1
136633,3,0xd0000000,0x44400707
134287,3,0x80000000,0xe44a0b0b
104681,3,0x000000c0,0x0c01e11f
122940,3,0x000c0000,0x0099e00e
103666,3,0x00000090,0x000ad33e
106399,3,0x00002000,0x0e0e5441
137881,3,0xf0000000,0x55500101
99357,3,0x0000000c,0xa00a0644
109888,3,0x00007000,0x0f0fd994
112033,3,0x0000c000,0x0101bcc7
113103,3,0x0000d000,0x0d0dccc0
137077,3,0xd0000000,0xfdd20f0f
134210,3,0x80000000,0xc33f0202
104632,3,0x000000c0,0x0905e11f
122957,3,0x000c0000,0x01333003
103703,3,0x00000090,0x02040333
106142,3,0x00002000,0x04049990
137896,3,0xf0000000,0x56630b0b
99189,3,0x0000000c,0x500505cc
109585,3,0x00007000,0x09099118
112323,3,0x0000c000,0x0a0a922b
113048,3,0x0000d000,0x0c0c8ee6
136594,3,0xd0000000,0x2eec0e0e
134219,3,0x80000000,0xccc00808
104745,3,0x000000c0,0x0f01e997
122985,3,0x000c0000,0x01ffe00e
103948,3,0x00000090,0x0d077ff8
106269,3,0x00002000,0x09094bbf
137789,3,0xf0000000,0x26640c0c
99317,3,0x0000000c,0x90090455
109768,3,0x00007000,0x0c0cfbb4
112560,3,0x0000c000,0x0e0ebcc7
113130,3,0x0000d000,0x0e0eaaa0
136911,3,0xd0000000,0xbaa10a0a
134254,3,0x80000000,0xdaa70d0d
104600,3,0x000000c0,0x070ee44a
123391,3,0x000c0000,0x0deee00e
103805,3,0x00000090,0x07030666
106267,3,0x00002000,0x09094773
137979,3,0xf0000000,0x6ddb0606
99177,3,0x0000000c,0x50050144
109402,3,0x00007000,0x0606788f
112269,3,0x0000c000,0x0909799e
112923,3,0x0000d000,0x09095550
136982,3,0xd0000000,0xccc00f0f
134108,3,0x80000000,0x966f0b0b
104687,3,0x000000c0,0x0c057116
123180,3,0x000c0000,0x07ee1001
103991,3,0x00000090,0x0f08ccc0
106232,3,0x00002000,0x0707499d
137805,3,0xf0000000,0x2cce0e0e
99523,3,0x0000000c,0xe00e0a99
109744,3,0x00007000,0x0c0cbee5
112161,3,0x0000c000,0x05053aa9
112992,3,0x0000d000,0x0b0b5bbe
137026,3,0xd0000000,0xe44a0404
134164,3,0x80000000,0xacc60c0c
104713,3,0x000000c0,0x0d09e55b
123202,3,0x000c0000,0x0866e00e
107802,3,0x00004040,0x0f00e00e
128776,3,0x00d00000,0x18890208
133097,3,0x60600000,0x90090300
106544,3,0x00002020,0x0c001001
109217,3,0x00006060,0x0d00a00a
127917,3,0x00a00000,0x01110c01
125872,3,0x00100000,0x7770050a
131698,3,0x40400000,0xe00e0600
129377,3,0x00f00000,0x6bbd010b
104087,3,0x000000a0,0x0401855d
126501,3,0x00400000,0x0888060e
107795,3,0x00004040,0x0e00b00b
128900,3,0x00d00000,0xbcc70b0c
133114,3,0x60600000,0xc00c0600
106507,3,0x00002020,0x02003003
109228,3,0x00006060,0x0e00f00f
127914,3,0x00a00000,0x0111080d
125816,3,0x00100000,0x0bbb0803
131693,3,0x40400000,0xd00d0500
129322,3,0x00f00000,0x0eee040d
104147,3,0x000000a0,0x08050999
126547,3,0x00400000,0x0fff0a02
107784,3,0x00004040,0x0c04844c
128785,3,0x00d00000,0x1aab0c0f
133119,3,0x60600000,0xc00c0e00
106538,3,0x00002020,0x0b005005
109231,3,0x00006060,0x0f007007
128016,3,0x00a00000,0x09990c09
125883,3,0x00100000,0x944d0e04
131659,3,0x40400000,0x60060600
129367,3,0x00f00000,0x54410104
104117,3,0x000000a0,0x050e0bbb
126613,3,0x00400000,0x8dd5090d
107771,3,0x00004040,0x0a00f00f
128770,3,0x00d00000,0x13320c03
133105,3,0x60600000,0xa00a0900
106518,3,0x00002020,0x06024226
109213,3,0x00006060,0x0c00e00e
128160,3,0x00a00000,0xe7790a07
125761,3,0x00100000,0x02220903
131684,3,0x40400000,0xb00b0b00
129384,3,0x00f00000,0x855d0605
104052,3,0x000000a0,0x01040eee
126500,3,0x00400000,0x08880608
107750,3,0x00004040,0x0500d00d
128712,3,0x00d00000,0x09990009
133077,3,0x60600000,0x10010100
106537,3,0x00002020,0x0a00c00c
109170,3,0x00006060,0x01001001
128090,3,0x00a00000,0x12230802
125755,3,0x00100000,0x0111040d
131647,3,0x40400000,0x10010900
129301,3,0x00f00000,0x0bbb0a01
104234,3,0x000000a0,0x0d040eee
126603,3,0x00400000,0x788f0d0f
107767,3,0x00004040,0x0a008008
128834,3,0x00d00000,0x57720507
133112,3,0x60600000,0xb00b0e00
106512,3,0x00002020,0x0402eaa4
109190,3,0x00006060,0x0804c448
128049,3,0x00a00000,0x0ddd030d
125867,3,0x00100000,0x57720507
131682,3,0x40400000,0xb00b0600
129370,3,0x00f00000,0x5bbe060b
95446,3,0x00000007,0x90090099
109790,3,0x00007000,0x0d0d9dd4
105660,3,0x00001000,0x05055550
123691,3,0x000d0000,0x0499d00d
111273,3,0x0000a000,0x0909ddd0
108819,3,0x00006000,0x09099990
107803,3,0x00005000,0x01011554
106965,3,0x00003000,0x0b0bbbb0
132095,3,0x50000000,0x99900909
135292,3,0xa0000000,0xd9940d0d
113096,3,0x0000d000,0x0d0d9990
93990,3,0x00000005,0x90090099
107012,3,0x00003000,0x0d0d9dd4
107944,3,0x00005000,0x05055550
125154,3,0x000f0000,0x0499d00d
106903,3,0x00003000,0x0909ddd0
110208,3,0x00008000,0x09099990
109901,3,0x00008000,0x01011554
111883,3,0x0000b000,0x0b0bbbb0
134115,3,0x80000000,0x99900909
137004,3,0xd0000000,0xd9940d0d
105945,3,0x00001000,0x0d0d9990
101462,3,0x0000000f,0x90090099
111385,3,0x0000a000,0x0d0d9dd4
112764,3,0x0000d000,0x05055550
116205,3,0x00030000,0x0499d00d
113486,3,0x0000e000,0x0909ddd0
112928,3,0x0000d000,0x09099990
106569,3,0x00003000,0x01011554
110292,3,0x00008000,0x0b0bbbb0
132726,3,0x60000000,0x99900909
132963,3,0x60000000,0xd9940d0d
112497,3,0x0000c000,0x0d0d9990
96238,3,0x00000008,0x90090099
105946,3,0x00001000,0x0d0d9dd4
113360,3,0x0000e000,0x05055550
107539,3,0x00004000,0x0909ddd0
107529,3,0x00004000,0x09099990
111498,3,0x0000b000,0x01011554
110849,3,0x00009000,0x0b0bbbb0
136180,3,0xc0000000,0x99900909
132214,3,0x50000000,0xd9940d0d
111929,3,0x0000b000,0x0d0d9990
97042,3,0x00000009,0x90090099
109056,3,0x00006000,0x0d0d9dd4
110628,3,0x00009000,0x05055550
124414,3,0x000e0000,0x0499d00d
112294,3,0x0000c000,0x0909ddd0
108188,3,0x00005000,0x09099990
105517,3,0x00001000,0x01011554
107615,3,0x00004000,0x0b0bbbb0
137363,3,0xe0000000,0x99900909
131573,3,0x40000000,0xd9940d0d
111382,3,0x0000a000,0x0d0d9990
98622,3,0x0000000b,0x90090099
110344,3,0x00008000,0x0d0d9dd4
113977,3,0x0000f000,0x05055550
123069,3,0x000c0000,0x0499d00d
112937,3,0x0000d000,0x0909ddd0
109588,3,0x00007000,0x09099990
111999,3,0x0000c000,0x01011554
105899,3,0x00001000,0x0b0bbbb0
138066,3,0xf0000000,0x99900909
129853,3,0x10000000,0xd9940d0d
